annex,country ,Measure Names,regulated area ,regulated gear ,vessel length ,year,Measure Values
WW,ESP,excluding deep effort,9 EU,DREDGE,O15M,2013,93027.52
WW,ESP,excluding deep effort,9 EU,DREDGE,O10T15M,2013,685731.05
WW,PRT,excluding deep effort,9 EU,BOTTOM TRAWLS,O15M,2013,6661863
WW,ESP,excluding deep effort,9 EU,BOTTOM TRAWLS,O15M,2013,5301382.31
WW,PRT,excluding deep effort,9 EU,BOTTOM TRAWLS,O10T15M,2013,44458
WW,ESP,excluding deep effort,9 EU,BOTTOM TRAWLS,O10T15M,2013,151674.64
WW,ESP,excluding deep effort,9 EU,BEAM,O10T15M,2013,16774.93
WW,FRA,excluding deep effort,8 NON EU,POTS,U10M,2013,296
WW,FRA,excluding deep effort,8 NON EU,PELAGIC TRAWLS,O15M,2013,8245
WW,ESP,excluding deep effort,8 NON EU,PELAGIC TRAWLS,O15M,2013,1440.6
WW,SCO,excluding deep effort,8 NON EU,LONGLINE,O15M,2013,8654.56
WW,FRA,excluding deep effort,8 NON EU,LONGLINE,O15M,2013,1380
WW,ESP,excluding deep effort,8 NON EU,LONGLINE,O15M,2013,112201.27
WW,ESP,excluding deep effort,8 NON EU,LONGLINE,O10T15M,2013,4212.29
WW,ESP,excluding deep effort,8 NON EU,GILL,O15M,2013,4352.67
WW,FRA,excluding deep effort,8 NON EU,BOTTOM TRAWLS,O15M,2013,600
WW,ESP,excluding deep effort,8 NON EU,BOTTOM TRAWLS,O15M,2013,1374.45
WW,FRA,excluding deep effort,8 EU,TRAMMEL,U10M,2013,543563.18
WW,ESP,excluding deep effort,8 EU,TRAMMEL,U10M,2013,363.83
WW,FRA,excluding deep effort,8 EU,TRAMMEL,O15M,2013,2134802.56
WW,ESP,excluding deep effort,8 EU,TRAMMEL,O15M,2013,179485.53
WW,FRA,excluding deep effort,8 EU,TRAMMEL,O10T15M,2013,2059130.33
WW,ESP,excluding deep effort,8 EU,TRAMMEL,O10T15M,2013,378191.82
WW,FRA,excluding deep effort,8 EU,POTS,U10M,2013,871368.09
WW,ESP,excluding deep effort,8 EU,POTS,U10M,2013,242.55
WW,FRA,excluding deep effort,8 EU,POTS,O15M,2013,330953.84
WW,ESP,excluding deep effort,8 EU,POTS,O15M,2013,25161.27
WW,DEU,excluding deep effort,8 EU,POTS,O15M,2013,3649
WW,IRL,excluding deep effort,8 EU,POTS,O10T15M,2013,289
WW,FRA,excluding deep effort,8 EU,POTS,O10T15M,2013,364878.41
WW,ESP,excluding deep effort,8 EU,POTS,O10T15M,2013,236701.16
WW,FRA,excluding deep effort,8 EU,PELAGIC TRAWLS,U10M,2013,71674.83
WW,NLD,excluding deep effort,8 EU,PELAGIC TRAWLS,O15M,2013,353930
WW,IRL,excluding deep effort,8 EU,PELAGIC TRAWLS,O15M,2013,40305
WW,FRA,excluding deep effort,8 EU,PELAGIC TRAWLS,O15M,2013,1666013.5
WW,ESP,excluding deep effort,8 EU,PELAGIC TRAWLS,O15M,2013,3014970.71
WW,ENG,excluding deep effort,8 EU,PELAGIC TRAWLS,O15M,2013,118793.69
WW,DNK,excluding deep effort,8 EU,PELAGIC TRAWLS,O15M,2013,74238.45
WW,DEU,excluding deep effort,8 EU,PELAGIC TRAWLS,O15M,2013,57568
WW,FRA,excluding deep effort,8 EU,PELAGIC TRAWLS,O10T15M,2013,488038.49
WW,ESP,excluding deep effort,8 EU,PELAGIC TRAWLS,O10T15M,2013,57864.76
WW,FRA,excluding deep effort,8 EU,LONGLINE,U10M,2013,1175379.33
WW,ESP,excluding deep effort,8 EU,LONGLINE,U10M,2013,223.44
WW,SCO,excluding deep effort,8 EU,LONGLINE,O15M,2013,10443.95
WW,FRA,excluding deep effort,8 EU,LONGLINE,O15M,2013,580648
WW,ESP,excluding deep effort,8 EU,LONGLINE,O15M,2013,2778278.11
WW,PRT,excluding deep effort,8 EU,LONGLINE,O10T15M,2013,67
WW,FRA,excluding deep effort,8 EU,LONGLINE,O10T15M,2013,882877.25
WW,ESP,excluding deep effort,8 EU,LONGLINE,O10T15M,2013,574383.86
WW,FRA,excluding deep effort,8 EU,GILL,U10M,2013,1249104.39
WW,ESP,excluding deep effort,8 EU,GILL,U10M,2013,888.62
WW,SCO,excluding deep effort,8 EU,GILL,O15M,2013,66622.5
WW,FRA,excluding deep effort,8 EU,GILL,O15M,2013,1807615.75
WW,ESP,excluding deep effort,8 EU,GILL,O15M,2013,1333829.67
WW,ENG,excluding deep effort,8 EU,GILL,O15M,2013,74595.36
WW,FRA,excluding deep effort,8 EU,GILL,O10T15M,2013,765090.51
WW,ESP,excluding deep effort,8 EU,GILL,O10T15M,2013,559906.95
WW,FRA,excluding deep effort,8 EU,DREDGE,U10M,2013,214850
WW,FRA,excluding deep effort,8 EU,DREDGE,O15M,2013,3646.25
WW,ESP,excluding deep effort,8 EU,DREDGE,O15M,2013,1741.96
WW,FRA,excluding deep effort,8 EU,DREDGE,O10T15M,2013,246831.16
WW,ESP,excluding deep effort,8 EU,DREDGE,O10T15M,2013,1997.2
WW,FRA,excluding deep effort,8 EU,BOTTOM TRAWLS,U10M,2013,472844.01
WW,SCO,excluding deep effort,8 EU,BOTTOM TRAWLS,O15M,2013,8174.2
WW,PRT,excluding deep effort,8 EU,BOTTOM TRAWLS,O15M,2013,571417
WW,FRA,excluding deep effort,8 EU,BOTTOM TRAWLS,O15M,2013,7834122.83
WW,ESP,excluding deep effort,8 EU,BOTTOM TRAWLS,O15M,2013,6622085.5
WW,ENG,excluding deep effort,8 EU,BOTTOM TRAWLS,O15M,2013,3348
WW,SCO,excluding deep effort,8 EU,BOTTOM TRAWLS,O10T15M,2013,745
WW,FRA,excluding deep effort,8 EU,BOTTOM TRAWLS,O10T15M,2013,5289571.64
WW,ESP,excluding deep effort,8 EU,BOTTOM TRAWLS,O10T15M,2013,257.25
WW,FRA,excluding deep effort,8 EU,BEAM,U10M,2013,4656
WW,BEL,excluding deep effort,8 EU,BEAM,O15M,2013,766602
WW,FRA,excluding deep effort,8 EU,BEAM,O10T15M,2013,412
WW,FRA,excluding deep effort,7D,TRAMMEL,U10M,2013,406752.33
WW,ENG,excluding deep effort,7D,TRAMMEL,U10M,2013,372848.1
WW,FRA,excluding deep effort,7D,TRAMMEL,O15M,2013,162777.16
WW,BEL,excluding deep effort,7D,TRAMMEL,O15M,2013,34684
WW,FRA,excluding deep effort,7D,TRAMMEL,O10T15M,2013,1653446.67
WW,ENG,excluding deep effort,7D,TRAMMEL,O10T15M,2013,7694
WW,FRA,excluding deep effort,7D,POTS,U10M,2013,563529
WW,ENG,excluding deep effort,7D,POTS,U10M,2013,827186.61
WW,GBG,excluding deep effort,7D,POTS,O15M,2013,18380.58
WW,FRA,excluding deep effort,7D,POTS,O15M,2013,9277
WW,ENG,excluding deep effort,7D,POTS,O15M,2013,61916.08
WW,FRA,excluding deep effort,7D,POTS,O10T15M,2013,346339
WW,ENG,excluding deep effort,7D,POTS,O10T15M,2013,330324.82
WW,FRA,excluding deep effort,7D,PELAGIC TRAWLS,U10M,2013,6294
WW,NLD,excluding deep effort,7D,PELAGIC TRAWLS,O15M,2013,1857497
WW,FRA,excluding deep effort,7D,PELAGIC TRAWLS,O15M,2013,910376.66
WW,ENG,excluding deep effort,7D,PELAGIC TRAWLS,O15M,2013,445668.07
WW,DNK,excluding deep effort,7D,PELAGIC TRAWLS,O15M,2013,64298.35
WW,DEU,excluding deep effort,7D,PELAGIC TRAWLS,O15M,2013,351839
WW,FRA,excluding deep effort,7D,PELAGIC TRAWLS,O10T15M,2013,214957.33
WW,FRA,excluding deep effort,7D,LONGLINE,U10M,2013,254177.5
WW,ENG,excluding deep effort,7D,LONGLINE,U10M,2013,87869.62
WW,FRA,excluding deep effort,7D,LONGLINE,O15M,2013,10222.5
WW,ESP,excluding deep effort,7D,LONGLINE,O15M,2013,1021.65
WW,FRA,excluding deep effort,7D,LONGLINE,O10T15M,2013,87576.5
WW,ENG,excluding deep effort,7D,LONGLINE,O10T15M,2013,39833
WW,FRA,excluding deep effort,7D,GILL,U10M,2013,113461.83
WW,ENG,excluding deep effort,7D,GILL,U10M,2013,590049.66
WW,FRA,excluding deep effort,7D,GILL,O15M,2013,34548.5
WW,FRA,excluding deep effort,7D,GILL,O10T15M,2013,64291
WW,ENG,excluding deep effort,7D,GILL,O10T15M,2013,5834.2
WW,FRA,excluding deep effort,7D,DREDGE,U10M,2013,53777.5
WW,ENG,excluding deep effort,7D,DREDGE,U10M,2013,112137.77
WW,SCO,excluding deep effort,7D,DREDGE,O15M,2013,545056.33
WW,IRL,excluding deep effort,7D,DREDGE,O15M,2013,64223
WW,FRA,excluding deep effort,7D,DREDGE,O15M,2013,2333325.33
WW,ENG,excluding deep effort,7D,DREDGE,O15M,2013,219197.69
WW,BEL,excluding deep effort,7D,DREDGE,O15M,2013,51472
WW,SCO,excluding deep effort,7D,DREDGE,O10T15M,2013,6160
WW,FRA,excluding deep effort,7D,DREDGE,O10T15M,2013,1725573.67
WW,ENG,excluding deep effort,7D,DREDGE,O10T15M,2013,102263.92
WW,FRA,excluding deep effort,7D,BOTTOM TRAWLS,U10M,2013,237469.33
WW,ENG,excluding deep effort,7D,BOTTOM TRAWLS,U10M,2013,272128.65
WW,SCO,excluding deep effort,7D,BOTTOM TRAWLS,O15M,2013,67279.35
WW,NLD,excluding deep effort,7D,BOTTOM TRAWLS,O15M,2013,876099
WW,IRL,excluding deep effort,7D,BOTTOM TRAWLS,O15M,2013,420
WW,FRA,excluding deep effort,7D,BOTTOM TRAWLS,O15M,2013,4330470.74
WW,ENG,excluding deep effort,7D,BOTTOM TRAWLS,O15M,2013,306084.72
WW,BEL,excluding deep effort,7D,BOTTOM TRAWLS,O15M,2013,235638
WW,FRA,excluding deep effort,7D,BOTTOM TRAWLS,O10T15M,2013,1835749.58
WW,ENG,excluding deep effort,7D,BOTTOM TRAWLS,O10T15M,2013,165373
WW,FRA,excluding deep effort,7D,BEAM,U10M,2013,37642
WW,ENG,excluding deep effort,7D,BEAM,U10M,2013,13982.5
WW,FRA,excluding deep effort,7D,BEAM,O15M,2013,214365.83
WW,ENG,excluding deep effort,7D,BEAM,O15M,2013,34881.17
WW,BEL,excluding deep effort,7D,BEAM,O15M,2013,1673183
WW,FRA,excluding deep effort,7D,BEAM,O10T15M,2013,316221
WW,ENG,excluding deep effort,7D,BEAM,O10T15M,2013,165984
WW,FRA,excluding deep effort,7 NON EU,PELAGIC TRAWLS,O15M,2013,55563
WW,ESP,excluding deep effort,7 NON EU,PELAGIC TRAWLS,O15M,2013,1709.61
WW,SCO,excluding deep effort,7 NON EU,LONGLINE,O15M,2013,22256.08
WW,FRA,excluding deep effort,7 NON EU,LONGLINE,O15M,2013,3580
WW,ESP,excluding deep effort,7 NON EU,LONGLINE,O15M,2013,122415.73
WW,ESP,excluding deep effort,7 NON EU,LONGLINE,O10T15M,2013,4033.68
WW,ESP,excluding deep effort,7 NON EU,GILL,O15M,2013,7267.68
WW,FRA,excluding deep effort,7 NON EU,BOTTOM TRAWLS,O15M,2013,4036
WW,ESP,excluding deep effort,7 NON EU,BOTTOM TRAWLS,O15M,2013,719.57
WW,FRA,excluding deep effort,7 EU NO 7D,TRAMMEL,U10M,2013,165954.51
WW,ENG,excluding deep effort,7 EU NO 7D,TRAMMEL,U10M,2013,31
WW,IRL,excluding deep effort,7 EU NO 7D,TRAMMEL,O15M,2013,15628
WW,FRA,excluding deep effort,7 EU NO 7D,TRAMMEL,O15M,2013,395257.66
WW,ENG,excluding deep effort,7 EU NO 7D,TRAMMEL,O15M,2013,127221.31
WW,PRT,excluding deep effort,7 EU NO 7D,TRAMMEL,O10T15M,2013,154
WW,IRL,excluding deep effort,7 EU NO 7D,TRAMMEL,O10T15M,2013,22278
WW,FRA,excluding deep effort,7 EU NO 7D,TRAMMEL,O10T15M,2013,467931.34
WW,ENG,excluding deep effort,7 EU NO 7D,TRAMMEL,O10T15M,2013,16715.55
WW,SCO,excluding deep effort,7 EU NO 7D,POTS,U10M,2013,58889.95
WW,NIR,excluding deep effort,7 EU NO 7D,POTS,U10M,2013,408875.3
WW,IOM,excluding deep effort,7 EU NO 7D,POTS,U10M,2013,184423.35
WW,GBG,excluding deep effort,7 EU NO 7D,POTS,U10M,2013,302.13
WW,FRA,excluding deep effort,7 EU NO 7D,POTS,U10M,2013,1514299.83
WW,ENG,excluding deep effort,7 EU NO 7D,POTS,U10M,2013,1297861.96
WW,NIR,excluding deep effort,7 EU NO 7D,POTS,O15M,2013,11554.98
WW,IRL,excluding deep effort,7 EU NO 7D,POTS,O15M,2013,1231
WW,IOM,excluding deep effort,7 EU NO 7D,POTS,O15M,2013,66256
WW,GBJ,excluding deep effort,7 EU NO 7D,POTS,O15M,2013,66505
WW,GBG,excluding deep effort,7 EU NO 7D,POTS,O15M,2013,42381.12
WW,FRA,excluding deep effort,7 EU NO 7D,POTS,O15M,2013,358975.16
WW,ENG,excluding deep effort,7 EU NO 7D,POTS,O15M,2013,535887.77
WW,DEU,excluding deep effort,7 EU NO 7D,POTS,O15M,2013,21543
WW,SCO,excluding deep effort,7 EU NO 7D,POTS,O10T15M,2013,78310.5
WW,NIR,excluding deep effort,7 EU NO 7D,POTS,O10T15M,2013,73842.56
WW,IRL,excluding deep effort,7 EU NO 7D,POTS,O10T15M,2013,542374
WW,IOM,excluding deep effort,7 EU NO 7D,POTS,O10T15M,2013,26797
WW,GBG,excluding deep effort,7 EU NO 7D,POTS,O10T15M,2013,42298.2
WW,FRA,excluding deep effort,7 EU NO 7D,POTS,O10T15M,2013,1374136.51
WW,ENG,excluding deep effort,7 EU NO 7D,POTS,O10T15M,2013,851694.52
WW,FRA,excluding deep effort,7 EU NO 7D,PELAGIC TRAWLS,U10M,2013,2661.5
WW,SCO,excluding deep effort,7 EU NO 7D,PELAGIC TRAWLS,O15M,2013,239380.33
WW,NLD,excluding deep effort,7 EU NO 7D,PELAGIC TRAWLS,O15M,2013,5745115
WW,NIR,excluding deep effort,7 EU NO 7D,PELAGIC TRAWLS,O15M,2013,208528.86
WW,IRL,excluding deep effort,7 EU NO 7D,PELAGIC TRAWLS,O15M,2013,3513737
WW,FRA,excluding deep effort,7 EU NO 7D,PELAGIC TRAWLS,O15M,2013,2203270.83
WW,ESP,excluding deep effort,7 EU NO 7D,PELAGIC TRAWLS,O15M,2013,3410.4
WW,ENG,excluding deep effort,7 EU NO 7D,PELAGIC TRAWLS,O15M,2013,558581.38
WW,DNK,excluding deep effort,7 EU NO 7D,PELAGIC TRAWLS,O15M,2013,1029986.92
WW,DEU,excluding deep effort,7 EU NO 7D,PELAGIC TRAWLS,O15M,2013,1625536
WW,IRL,excluding deep effort,7 EU NO 7D,PELAGIC TRAWLS,O10T15M,2013,58598
WW,FRA,excluding deep effort,7 EU NO 7D,PELAGIC TRAWLS,O10T15M,2013,102813.33
WW,ENG,excluding deep effort,7 EU NO 7D,PELAGIC TRAWLS,O10T15M,2013,76713.94
WW,SCO,excluding deep effort,7 EU NO 7D,NONE,U10M,2013,7480.45
WW,SCO,excluding deep effort,7 EU NO 7D,NONE,O15M,2013,3173.71
WW,IRL,excluding deep effort,7 EU NO 7D,NONE,O15M,2013,389232
WW,SCO,excluding deep effort,7 EU NO 7D,NONE,O10T15M,2013,1670
WW,IRL,excluding deep effort,7 EU NO 7D,NONE,O10T15M,2013,986
WW,SCO,excluding deep effort,7 EU NO 7D,LONGLINE,U10M,2013,204.77
WW,NIR,excluding deep effort,7 EU NO 7D,LONGLINE,U10M,2013,6180.82
WW,IOM,excluding deep effort,7 EU NO 7D,LONGLINE,U10M,2013,24270.74
WW,FRA,excluding deep effort,7 EU NO 7D,LONGLINE,U10M,2013,679426.67
WW,ENG,excluding deep effort,7 EU NO 7D,LONGLINE,U10M,2013,466641.39
WW,SCO,excluding deep effort,7 EU NO 7D,LONGLINE,O15M,2013,300805.98
WW,IRL,excluding deep effort,7 EU NO 7D,LONGLINE,O15M,2013,2208
WW,FRA,excluding deep effort,7 EU NO 7D,LONGLINE,O15M,2013,1302947.5
WW,ESP,excluding deep effort,7 EU NO 7D,LONGLINE,O15M,2013,2568333.78
WW,ENG,excluding deep effort,7 EU NO 7D,LONGLINE,O15M,2013,224301.37
WW,IRL,excluding deep effort,7 EU NO 7D,LONGLINE,O10T15M,2013,12400
WW,FRA,excluding deep effort,7 EU NO 7D,LONGLINE,O10T15M,2013,136385.17
WW,ESP,excluding deep effort,7 EU NO 7D,LONGLINE,O10T15M,2013,4410.74
WW,ENG,excluding deep effort,7 EU NO 7D,LONGLINE,O10T15M,2013,44453.95
WW,SCO,excluding deep effort,7 EU NO 7D,GILL,U10M,2013,3293.4
WW,NIR,excluding deep effort,7 EU NO 7D,GILL,U10M,2013,1932.6
WW,IOM,excluding deep effort,7 EU NO 7D,GILL,U10M,2013,370.5
WW,GBG,excluding deep effort,7 EU NO 7D,GILL,U10M,2013,2120.04
WW,FRA,excluding deep effort,7 EU NO 7D,GILL,U10M,2013,354979.7
WW,ENG,excluding deep effort,7 EU NO 7D,GILL,U10M,2013,729943.38
WW,SCO,excluding deep effort,7 EU NO 7D,GILL,O15M,2013,435614.77
WW,IRL,excluding deep effort,7 EU NO 7D,GILL,O15M,2013,368416
WW,FRA,excluding deep effort,7 EU NO 7D,GILL,O15M,2013,1781849.99
WW,ESP,excluding deep effort,7 EU NO 7D,GILL,O15M,2013,72455.57
WW,ENG,excluding deep effort,7 EU NO 7D,GILL,O15M,2013,515471.03
WW,DEU,excluding deep effort,7 EU NO 7D,GILL,O15M,2013,146074
WW,NLD,excluding deep effort,7 EU NO 7D,GILL,O10T15M,2013,715
WW,NIR,excluding deep effort,7 EU NO 7D,GILL,O10T15M,2013,1093.5
WW,IRL,excluding deep effort,7 EU NO 7D,GILL,O10T15M,2013,122823
WW,FRA,excluding deep effort,7 EU NO 7D,GILL,O10T15M,2013,390440.33
WW,ENG,excluding deep effort,7 EU NO 7D,GILL,O10T15M,2013,225049.83
WW,SCO,excluding deep effort,7 EU NO 7D,DREDGE,U10M,2013,14017.2
WW,NIR,excluding deep effort,7 EU NO 7D,DREDGE,U10M,2013,85584.12
WW,IOM,excluding deep effort,7 EU NO 7D,DREDGE,U10M,2013,41244.7
WW,FRA,excluding deep effort,7 EU NO 7D,DREDGE,U10M,2013,437949.83
WW,ENG,excluding deep effort,7 EU NO 7D,DREDGE,U10M,2013,132892.46
WW,SCO,excluding deep effort,7 EU NO 7D,DREDGE,O15M,2013,1458644.93
WW,NIR,excluding deep effort,7 EU NO 7D,DREDGE,O15M,2013,223294.42
WW,IRL,excluding deep effort,7 EU NO 7D,DREDGE,O15M,2013,423057
WW,IOM,excluding deep effort,7 EU NO 7D,DREDGE,O15M,2013,172917.61
WW,FRA,excluding deep effort,7 EU NO 7D,DREDGE,O15M,2013,359849.49
WW,ENG,excluding deep effort,7 EU NO 7D,DREDGE,O15M,2013,1171624.39
WW,BEL,excluding deep effort,7 EU NO 7D,DREDGE,O15M,2013,2362
WW,SCO,excluding deep effort,7 EU NO 7D,DREDGE,O10T15M,2013,59211.34
WW,NIR,excluding deep effort,7 EU NO 7D,DREDGE,O10T15M,2013,63851.16
WW,IRL,excluding deep effort,7 EU NO 7D,DREDGE,O10T15M,2013,186031
WW,IOM,excluding deep effort,7 EU NO 7D,DREDGE,O10T15M,2013,175208.43
WW,FRA,excluding deep effort,7 EU NO 7D,DREDGE,O10T15M,2013,1452732.83
WW,ENG,excluding deep effort,7 EU NO 7D,DREDGE,O10T15M,2013,969601.83
WW,SCO,excluding deep effort,7 EU NO 7D,BOTTOM TRAWLS,U10M,2013,347.4
WW,NIR,excluding deep effort,7 EU NO 7D,BOTTOM TRAWLS,U10M,2013,120908.36
WW,IOM,excluding deep effort,7 EU NO 7D,BOTTOM TRAWLS,U10M,2013,18218.9
WW,GBG,excluding deep effort,7 EU NO 7D,BOTTOM TRAWLS,U10M,2013,171.58
WW,FRA,excluding deep effort,7 EU NO 7D,BOTTOM TRAWLS,U10M,2013,100491.5
WW,ENG,excluding deep effort,7 EU NO 7D,BOTTOM TRAWLS,U10M,2013,437766.71
WW,SCO,excluding deep effort,7 EU NO 7D,BOTTOM TRAWLS,O15M,2013,1025858.05
WW,NLD,excluding deep effort,7 EU NO 7D,BOTTOM TRAWLS,O15M,2013,132385
WW,NIR,excluding deep effort,7 EU NO 7D,BOTTOM TRAWLS,O15M,2013,2623830.39
WW,IRL,excluding deep effort,7 EU NO 7D,BOTTOM TRAWLS,O15M,2013,9799753
WW,IOM,excluding deep effort,7 EU NO 7D,BOTTOM TRAWLS,O15M,2013,44010
WW,GBJ,excluding deep effort,7 EU NO 7D,BOTTOM TRAWLS,O15M,2013,33660
WW,FRA,excluding deep effort,7 EU NO 7D,BOTTOM TRAWLS,O15M,2013,16371371.61
WW,ESP,excluding deep effort,7 EU NO 7D,BOTTOM TRAWLS,O15M,2013,3451338.79
WW,ENG,excluding deep effort,7 EU NO 7D,BOTTOM TRAWLS,O15M,2013,1894628.21
WW,BEL,excluding deep effort,7 EU NO 7D,BOTTOM TRAWLS,O15M,2013,411756
WW,SCO,excluding deep effort,7 EU NO 7D,BOTTOM TRAWLS,O10T15M,2013,1192.7
WW,NIR,excluding deep effort,7 EU NO 7D,BOTTOM TRAWLS,O10T15M,2013,346064.34
WW,IRL,excluding deep effort,7 EU NO 7D,BOTTOM TRAWLS,O10T15M,2013,654985
WW,IOM,excluding deep effort,7 EU NO 7D,BOTTOM TRAWLS,O10T15M,2013,88629.39
WW,GBG,excluding deep effort,7 EU NO 7D,BOTTOM TRAWLS,O10T15M,2013,1107.68
WW,FRA,excluding deep effort,7 EU NO 7D,BOTTOM TRAWLS,O10T15M,2013,1225050.5
WW,ENG,excluding deep effort,7 EU NO 7D,BOTTOM TRAWLS,O10T15M,2013,1534716.78
WW,NIR,excluding deep effort,7 EU NO 7D,BEAM,U10M,2013,90
WW,FRA,excluding deep effort,7 EU NO 7D,BEAM,U10M,2013,889
WW,ENG,excluding deep effort,7 EU NO 7D,BEAM,U10M,2013,4573.8
WW,IRL,excluding deep effort,7 EU NO 7D,BEAM,O15M,2013,1271905
WW,FRA,excluding deep effort,7 EU NO 7D,BEAM,O15M,2013,22599
WW,ENG,excluding deep effort,7 EU NO 7D,BEAM,O15M,2013,3640697.81
WW,BEL,excluding deep effort,7 EU NO 7D,BEAM,O15M,2013,3576593
WW,NIR,excluding deep effort,7 EU NO 7D,BEAM,O10T15M,2013,720
WW,FRA,excluding deep effort,7 EU NO 7D,BEAM,O10T15M,2013,38870.5
WW,ENG,excluding deep effort,7 EU NO 7D,BEAM,O10T15M,2013,84508.86
WW,DEU,excluding deep effort,6 NON EU,POTS,O15M,2013,44149
WW,ENG,excluding deep effort,6 NON EU,GILL,O15M,2013,16679.6
WW,SCO,excluding deep effort,6 NON EU,BOTTOM TRAWLS,O15M,2013,83835.27
WW,FRA,excluding deep effort,6 NON EU,BOTTOM TRAWLS,O15M,2013,3700
WW,ESP,excluding deep effort,6 NON EU,BOTTOM TRAWLS,O15M,2013,142819.92
WW,IRL,excluding deep effort,6 EU,TRAMMEL,O10T15M,2013,64
WW,SCO,excluding deep effort,6 EU,POTS,U10M,2013,3070024.8
WW,NIR,excluding deep effort,6 EU,POTS,U10M,2013,107571.31
WW,ENG,excluding deep effort,6 EU,POTS,U10M,2013,3947
WW,SCO,excluding deep effort,6 EU,POTS,O15M,2013,467028.58
WW,NIR,excluding deep effort,6 EU,POTS,O15M,2013,657
WW,IRL,excluding deep effort,6 EU,POTS,O15M,2013,144229
WW,ENG,excluding deep effort,6 EU,POTS,O15M,2013,41668
WW,DEU,excluding deep effort,6 EU,POTS,O15M,2013,3954
WW,SCO,excluding deep effort,6 EU,POTS,O10T15M,2013,1381409.63
WW,NIR,excluding deep effort,6 EU,POTS,O10T15M,2013,224348.58
WW,IRL,excluding deep effort,6 EU,POTS,O10T15M,2013,170361
WW,ENG,excluding deep effort,6 EU,POTS,O10T15M,2013,39238.5
WW,SCO,excluding deep effort,6 EU,PELAGIC TRAWLS,O15M,2013,1409278.05
WW,NLD,excluding deep effort,6 EU,PELAGIC TRAWLS,O15M,2013,2428638
WW,NIR,excluding deep effort,6 EU,PELAGIC TRAWLS,O15M,2013,480212.47
WW,IRL,excluding deep effort,6 EU,PELAGIC TRAWLS,O15M,2013,1749730
WW,FRA,excluding deep effort,6 EU,PELAGIC TRAWLS,O15M,2013,211232
WW,ENG,excluding deep effort,6 EU,PELAGIC TRAWLS,O15M,2013,587969.45
WW,DNK,excluding deep effort,6 EU,PELAGIC TRAWLS,O15M,2013,131535.01
WW,DEU,excluding deep effort,6 EU,PELAGIC TRAWLS,O15M,2013,1714512
WW,IRL,excluding deep effort,6 EU,PELAGIC TRAWLS,O10T15M,2013,5451
WW,SCO,excluding deep effort,6 EU,NONE,U10M,2013,224579.74
WW,SCO,excluding deep effort,6 EU,NONE,O15M,2013,20242.67
WW,IRL,excluding deep effort,6 EU,NONE,O15M,2013,6381
WW,SCO,excluding deep effort,6 EU,NONE,O10T15M,2013,73247
WW,IRL,excluding deep effort,6 EU,NONE,O10T15M,2013,442
WW,SCO,excluding deep effort,6 EU,LONGLINE,U10M,2013,2527.62
WW,NIR,excluding deep effort,6 EU,LONGLINE,U10M,2013,700
WW,SCO,excluding deep effort,6 EU,LONGLINE,O15M,2013,305692.51
WW,FRA,excluding deep effort,6 EU,LONGLINE,O15M,2013,145920
WW,ESP,excluding deep effort,6 EU,LONGLINE,O15M,2013,376684.58
WW,ENG,excluding deep effort,6 EU,LONGLINE,O15M,2013,132235.24
WW,IRL,excluding deep effort,6 EU,LONGLINE,O10T15M,2013,2082
WW,FRA,excluding deep effort,6 EU,LONGLINE,O10T15M,2013,110
WW,NIR,excluding deep effort,6 EU,GILL,U10M,2013,898.5
WW,SCO,excluding deep effort,6 EU,GILL,O15M,2013,83006.06
WW,IRL,excluding deep effort,6 EU,GILL,O15M,2013,2745
WW,FRA,excluding deep effort,6 EU,GILL,O15M,2013,532422
WW,ENG,excluding deep effort,6 EU,GILL,O15M,2013,128220.4
WW,DEU,excluding deep effort,6 EU,GILL,O15M,2013,102750
WW,IRL,excluding deep effort,6 EU,GILL,O10T15M,2013,10113
WW,SCO,excluding deep effort,6 EU,DREDGE,U10M,2013,33431.7
WW,NIR,excluding deep effort,6 EU,DREDGE,U10M,2013,34853
WW,ENG,excluding deep effort,6 EU,DREDGE,U10M,2013,1073.7
WW,SCO,excluding deep effort,6 EU,DREDGE,O15M,2013,958590.21
WW,NIR,excluding deep effort,6 EU,DREDGE,O15M,2013,49434
WW,IRL,excluding deep effort,6 EU,DREDGE,O15M,2013,221
WW,IOM,excluding deep effort,6 EU,DREDGE,O15M,2013,40079.01
WW,ENG,excluding deep effort,6 EU,DREDGE,O15M,2013,5995
WW,SCO,excluding deep effort,6 EU,DREDGE,O10T15M,2013,136062.14
WW,NIR,excluding deep effort,6 EU,DREDGE,O10T15M,2013,24613.92
WW,ENG,excluding deep effort,6 EU,DREDGE,O10T15M,2013,9208.34
WW,SCO,excluding deep effort,6 EU,BOTTOM TRAWLS,U10M,2013,380705.94
WW,NIR,excluding deep effort,6 EU,BOTTOM TRAWLS,U10M,2013,9358.53
WW,ENG,excluding deep effort,6 EU,BOTTOM TRAWLS,U10M,2013,17475
WW,SCO,excluding deep effort,6 EU,BOTTOM TRAWLS,O15M,2013,5371563.84
WW,NIR,excluding deep effort,6 EU,BOTTOM TRAWLS,O15M,2013,554724.08
WW,IRL,excluding deep effort,6 EU,BOTTOM TRAWLS,O15M,2013,713088
WW,FRA,excluding deep effort,6 EU,BOTTOM TRAWLS,O15M,2013,2328765.33
