annex,country ,Measure Names,regulated area ,regulated gear ,vessel length ,year,Measure Values
WW,FRA,excluding deep effort,BSA,TRAMMEL,U10M,2015,414
WW,IRL,excluding deep effort,BSA,TRAMMEL,O15M,2015,17556
WW,FRA,excluding deep effort,BSA,TRAMMEL,O15M,2015,3335.65
WW,ENG,excluding deep effort,BSA,TRAMMEL,O15M,2015,37476.32
WW,IRL,excluding deep effort,BSA,TRAMMEL,O10T15M,2015,12105
WW,FRA,excluding deep effort,BSA,TRAMMEL,O10T15M,2015,352
WW,ENG,excluding deep effort,BSA,TRAMMEL,O10T15M,2015,12095.42
WW,NIR,excluding deep effort,BSA,POTS,U10M,2015,368
WW,FRA,excluding deep effort,BSA,POTS,U10M,2015,276
WW,IRL,excluding deep effort,BSA,POTS,O15M,2015,112
WW,IRL,excluding deep effort,BSA,POTS,O10T15M,2015,159597
WW,FRA,excluding deep effort,BSA,POTS,O10T15M,2015,154
WW,ENG,excluding deep effort,BSA,POTS,O10T15M,2015,174.37
WW,LTU,excluding deep effort,BSA,PELAGIC TRAWLS,O40M,2015,219420
WW,SCO,excluding deep effort,BSA,PELAGIC TRAWLS,O15M,2015,164815
WW,NLD,excluding deep effort,BSA,PELAGIC TRAWLS,O15M,2015,962948
WW,NIR,excluding deep effort,BSA,PELAGIC TRAWLS,O15M,2015,10125
WW,IRL,excluding deep effort,BSA,PELAGIC TRAWLS,O15M,2015,1039785
WW,FRA,excluding deep effort,BSA,PELAGIC TRAWLS,O15M,2015,111670.56
WW,ENG,excluding deep effort,BSA,PELAGIC TRAWLS,O15M,2015,354519.02
WW,DEU,excluding deep effort,BSA,PELAGIC TRAWLS,O15M,2015,357386
WW,IRL,excluding deep effort,BSA,PELAGIC TRAWLS,O10T15M,2015,11410
WW,IRL,excluding deep effort,BSA,NONE,O15M,2015,25258
WW,SCO,excluding deep effort,BSA,LONGLINE,O15M,2015,74596.26
WW,FRA,excluding deep effort,BSA,LONGLINE,O15M,2015,498156.18
WW,ENG,excluding deep effort,BSA,LONGLINE,O15M,2015,62091.92
WW,IRL,excluding deep effort,BSA,LONGLINE,O10T15M,2015,2843
WW,FRA,excluding deep effort,BSA,GILL,U10M,2015,1932
WW,SCO,excluding deep effort,BSA,GILL,O15M,2015,242.5
WW,IRL,excluding deep effort,BSA,GILL,O15M,2015,356676
WW,FRA,excluding deep effort,BSA,GILL,O15M,2015,683489.9
WW,ENG,excluding deep effort,BSA,GILL,O15M,2015,250330.85
WW,IRL,excluding deep effort,BSA,GILL,O10T15M,2015,127632
WW,ENG,excluding deep effort,BSA,GILL,O10T15M,2015,9144
WW,FRA,excluding deep effort,BSA,DREDGE,U10M,2015,975
WW,IRL,excluding deep effort,BSA,DREDGE,O15M,2015,42990
WW,ENG,excluding deep effort,BSA,DREDGE,O15M,2015,746
WW,NIR,excluding deep effort,BSA,DREDGE,O10T15M,2015,716
WW,IRL,excluding deep effort,BSA,DREDGE,O10T15M,2015,27152
WW,FRA,excluding deep effort,BSA,BOTTOM TRAWLS,U10M,2015,390
WW,LTU,excluding deep effort,BSA,BOTTOM TRAWLS,O24T40M,2015,174321
WW,SCO,excluding deep effort,BSA,BOTTOM TRAWLS,O15M,2015,166121.45
WW,NLD,excluding deep effort,BSA,BOTTOM TRAWLS,O15M,2015,1000
WW,NIR,excluding deep effort,BSA,BOTTOM TRAWLS,O15M,2015,56757.47
WW,IRL,excluding deep effort,BSA,BOTTOM TRAWLS,O15M,2015,4965632
WW,FRA,excluding deep effort,BSA,BOTTOM TRAWLS,O15M,2015,2873357.15
WW,ENG,excluding deep effort,BSA,BOTTOM TRAWLS,O15M,2015,943948.63
WW,IRL,excluding deep effort,BSA,BOTTOM TRAWLS,O10T15M,2015,418165
WW,FRA,excluding deep effort,BSA,BOTTOM TRAWLS,O10T15M,2015,344
WW,IRL,excluding deep effort,BSA,BEAM,O15M,2015,820409
WW,ENG,excluding deep effort,BSA,BEAM,O15M,2015,28891.03
WW,LTU,excluding deep effort,34.2.0 NON EU,PELAGIC TRAWLS,O40M,2015,138065
WW,LTU,excluding deep effort,34.2.0 EU,PELAGIC TRAWLS,O40M,2015,59139
WW,PRT,excluding deep effort,34.2.0 EU,LONGLINE,O15M,2015,5424
WW,ESP,excluding deep effort,34.1.2 EU,TRAMMEL,U10M,2015,9.56
WW,ESP,excluding deep effort,34.1.2 EU,TRAMMEL,O10T15M,2015,1562.61
WW,ESP,excluding deep effort,34.1.2 EU,TRAMMEL,NONE,2015,91.88
WW,ESP,excluding deep effort,34.1.2 EU,POTS,U10M,2015,39.69
WW,ESP,excluding deep effort,34.1.2 EU,POTS,O10T15M,2015,84150.83
WW,ESP,excluding deep effort,34.1.2 EU,POTS,NONE,2015,2679.81
WW,ESP,excluding deep effort,34.1.2 EU,PELAGIC TRAWLS,O15M,2015,32467.89
WW,ESP,excluding deep effort,34.1.2 EU,PELAGIC TRAWLS,O10T15M,2015,227734.95
WW,ESP,excluding deep effort,34.1.2 EU,PELAGIC TRAWLS,NONE,2015,42782.88
WW,PRT,excluding deep effort,34.1.2 EU,LONGLINE,U10M,2015,29974.78
WW,ESP,excluding deep effort,34.1.2 EU,LONGLINE,U10M,2015,35.28
WW,PRT,excluding deep effort,34.1.2 EU,LONGLINE,O15M,2015,137086.4
WW,ESP,excluding deep effort,34.1.2 EU,LONGLINE,O15M,2015,92980.44
WW,PRT,excluding deep effort,34.1.2 EU,LONGLINE,O10T15M,2015,603274.89
WW,ESP,excluding deep effort,34.1.2 EU,LONGLINE,O10T15M,2015,4390.89
WW,ESP,excluding deep effort,34.1.2 EU,LONGLINE,NONE,2015,4296.81
WW,ESP,excluding deep effort,34.1.2 EU,GILL,U10M,2015,80.86
WW,ESP,excluding deep effort,34.1.2 EU,GILL,O10T15M,2015,2951.05
WW,ESP,excluding deep effort,34.1.2 EU,GILL,NONE,2015,123.48
WW,LTU,excluding deep effort,34.1.1 NON EU,PELAGIC TRAWLS,O40M,2015,43178
WW,FRA,excluding deep effort,10 NON EU,TRAMMEL,O15M,2015,235.5
WW,FRA,excluding deep effort,10 NON EU,TRAMMEL,O10T15M,2015,40.25
WW,IRL,excluding deep effort,10 NON EU,PELAGIC TRAWLS,O15M,2015,32857
WW,FRA,excluding deep effort,10 NON EU,PELAGIC TRAWLS,O15M,2015,3774.14
WW,ESP,excluding deep effort,10 NON EU,PELAGIC TRAWLS,O15M,2015,10360.93
WW,FRA,excluding deep effort,10 NON EU,LONGLINE,U10M,2015,460.59
WW,SCO,excluding deep effort,10 NON EU,LONGLINE,O15M,2015,4594.96
WW,FRA,excluding deep effort,10 NON EU,LONGLINE,O15M,2015,12915.21
WW,ESP,excluding deep effort,10 NON EU,LONGLINE,O15M,2015,48145.44
WW,ESP,excluding deep effort,10 NON EU,LONGLINE,O10T15M,2015,2076.38
WW,ESP,excluding deep effort,10 NON EU,GILL,O15M,2015,19492.94
WW,FRA,excluding deep effort,10 NON EU,GILL,O10T15M,2015,40.63
WW,ESP,excluding deep effort,10 NON EU,BOTTOM TRAWLS,O15M,2015,3623.55
WW,PRT,excluding deep effort,10 EU,LONGLINE,U10M,2015,1123404
WW,PRT,excluding deep effort,10 EU,LONGLINE,O15M,2015,945425.92
WW,PRT,excluding deep effort,10 EU,LONGLINE,O10T15M,2015,1207429
WW,ESP,excluding deep effort,10 EU,LONGLINE,O10T15M,2015,889.35
WW,ESP,excluding deep effort,10 EU,GILL,O15M,2015,2646
WW,ESP,excluding deep effort,10 EU,BOTTOM TRAWLS,O15M,2015,182.28
WW,ESP,excluding deep effort,9 NON EU,PELAGIC TRAWLS,O15M,2015,5145.01
WW,ESP,excluding deep effort,9 NON EU,BOTTOM TRAWLS,O15M,2015,367.5
WW,PRT,excluding deep effort,9 EU,TRAMMEL,O15M,2015,625243
WW,ESP,excluding deep effort,9 EU,TRAMMEL,O15M,2015,36600.06
WW,PRT,excluding deep effort,9 EU,TRAMMEL,O10T15M,2015,479231
WW,ESP,excluding deep effort,9 EU,TRAMMEL,O10T15M,2015,349090.12
WW,ESP,excluding deep effort,9 EU,TRAMMEL,NONE,2015,76342.26
WW,PRT,excluding deep effort,9 EU,POTS,O15M,2015,85425
WW,ESP,excluding deep effort,9 EU,POTS,O15M,2015,26609.75
WW,DEU,excluding deep effort,9 EU,POTS,O15M,2015,7520
WW,PRT,excluding deep effort,9 EU,POTS,O10T15M,2015,174577
WW,ESP,excluding deep effort,9 EU,POTS,O10T15M,2015,774218.77
WW,ESP,excluding deep effort,9 EU,POTS,NONE,2015,50611.87
WW,ESP,excluding deep effort,9 EU,PELAGIC TRAWLS,U10M,2015,132.3
WW,PRT,excluding deep effort,9 EU,PELAGIC TRAWLS,O15M,2015,122775
WW,IRL,excluding deep effort,9 EU,PELAGIC TRAWLS,O15M,2015,1119
WW,ESP,excluding deep effort,9 EU,PELAGIC TRAWLS,O15M,2015,2759890.62
WW,ESP,excluding deep effort,9 EU,PELAGIC TRAWLS,O10T15M,2015,522856.63
WW,ESP,excluding deep effort,9 EU,PELAGIC TRAWLS,NONE,2015,183644.92
WW,PRT,excluding deep effort,9 EU,NONE,U10M,2015,2642858
WW,PRT,excluding deep effort,9 EU,LONGLINE,O15M,2015,805139
WW,ESP,excluding deep effort,9 EU,LONGLINE,O15M,2015,45913.05
WW,PRT,excluding deep effort,9 EU,LONGLINE,O10T15M,2015,125198
WW,ESP,excluding deep effort,9 EU,LONGLINE,O10T15M,2015,116330.67
WW,ESP,excluding deep effort,9 EU,LONGLINE,NONE,2015,20126.51
WW,SCO,excluding deep effort,9 EU,GILL,O15M,2015,242.5
WW,PRT,excluding deep effort,9 EU,GILL,O15M,2015,951480
WW,ESP,excluding deep effort,9 EU,GILL,O15M,2015,201553.19
WW,PRT,excluding deep effort,9 EU,GILL,O10T15M,2015,150580
WW,ESP,excluding deep effort,9 EU,GILL,O10T15M,2015,447977.61
WW,ESP,excluding deep effort,9 EU,GILL,NONE,2015,160596.09
WW,ESP,excluding deep effort,9 EU,DREDGE,O15M,2015,132374.97
WW,ESP,excluding deep effort,9 EU,DREDGE,O10T15M,2015,850425.12
WW,ESP,excluding deep effort,9 EU,DREDGE,NONE,2015,261396.01
WW,ESP,excluding deep effort,9 EU,BOTTOM TRAWLS,U10M,2015,132.3
WW,PRT,excluding deep effort,9 EU,BOTTOM TRAWLS,O15M,2015,5316275
WW,FRA,excluding deep effort,9 EU,BOTTOM TRAWLS,O15M,2015,810
WW,ESP,excluding deep effort,9 EU,BOTTOM TRAWLS,O15M,2015,4872643.04
WW,PRT,excluding deep effort,9 EU,BOTTOM TRAWLS,O10T15M,2015,136645
WW,ESP,excluding deep effort,9 EU,BOTTOM TRAWLS,O10T15M,2015,31941.68
WW,ESP,excluding deep effort,9 EU,BOTTOM TRAWLS,NONE,2015,33386.65
WW,ESP,excluding deep effort,9 EU,BEAM,O10T15M,2015,16175.16
WW,FRA,excluding deep effort,8 NON EU,PELAGIC TRAWLS,O15M,2015,4230.2
WW,ESP,excluding deep effort,8 NON EU,PELAGIC TRAWLS,O15M,2015,9022.12
WW,SCO,excluding deep effort,8 NON EU,LONGLINE,O15M,2015,6736.02
WW,FRA,excluding deep effort,8 NON EU,LONGLINE,O15M,2015,4888.46
WW,ESP,excluding deep effort,8 NON EU,LONGLINE,O15M,2015,37416.65
WW,FRA,excluding deep effort,8 NON EU,GILL,O15M,2015,819.85
WW,ESP,excluding deep effort,8 NON EU,GILL,O15M,2015,35537.99
WW,SCO,excluding deep effort,8 NON EU,BOTTOM TRAWLS,O15M,2015,359
WW,FRA,excluding deep effort,8 NON EU,BOTTOM TRAWLS,O15M,2015,368.1
WW,ESP,excluding deep effort,8 NON EU,BOTTOM TRAWLS,O15M,2015,787.92
WW,FRA,excluding deep effort,8 EU,TRAMMEL,U10M,2015,706667.44
WW,FRA,excluding deep effort,8 EU,TRAMMEL,O15M,2015,2126119.19
WW,ESP,excluding deep effort,8 EU,TRAMMEL,O15M,2015,113141.5
WW,ENG,excluding deep effort,8 EU,TRAMMEL,O15M,2015,1048.66
WW,FRA,excluding deep effort,8 EU,TRAMMEL,O10T15M,2015,2111763.76
WW,ESP,excluding deep effort,8 EU,TRAMMEL,O10T15M,2015,367270.92
WW,ESP,excluding deep effort,8 EU,TRAMMEL,NONE,2015,85448.51
WW,FRA,excluding deep effort,8 EU,POTS,U10M,2015,685586.74
WW,FRA,excluding deep effort,8 EU,POTS,O15M,2015,367243.38
WW,ESP,excluding deep effort,8 EU,POTS,O15M,2015,32139.07
WW,DEU,excluding deep effort,8 EU,POTS,O15M,2015,8853
WW,IRL,excluding deep effort,8 EU,POTS,O10T15M,2015,359
WW,FRA,excluding deep effort,8 EU,POTS,O10T15M,2015,334173.83
WW,ESP,excluding deep effort,8 EU,POTS,O10T15M,2015,987760.68
WW,ESP,excluding deep effort,8 EU,POTS,NONE,2015,14295.03
WW,FRA,excluding deep effort,8 EU,PELAGIC TRAWLS,U10M,2015,174
WW,NLD,excluding deep effort,8 EU,PELAGIC TRAWLS,O15M,2015,209604
WW,IRL,excluding deep effort,8 EU,PELAGIC TRAWLS,O15M,2015,49315
WW,FRA,excluding deep effort,8 EU,PELAGIC TRAWLS,O15M,2015,3192819.83
WW,ESP,excluding deep effort,8 EU,PELAGIC TRAWLS,O15M,2015,8240912.09
WW,ENG,excluding deep effort,8 EU,PELAGIC TRAWLS,O15M,2015,347731.53
WW,DEU,excluding deep effort,8 EU,PELAGIC TRAWLS,O15M,2015,159352
WW,FRA,excluding deep effort,8 EU,PELAGIC TRAWLS,O10T15M,2015,428983.51
WW,ESP,excluding deep effort,8 EU,PELAGIC TRAWLS,O10T15M,2015,67390.03
WW,ESP,excluding deep effort,8 EU,PELAGIC TRAWLS,NONE,2015,36233.3
WW,FRA,excluding deep effort,8 EU,LONGLINE,U10M,2015,1452366.12
WW,SCO,excluding deep effort,8 EU,LONGLINE,O15M,2015,6579.38
WW,FRA,excluding deep effort,8 EU,LONGLINE,O15M,2015,728461.34
WW,ESP,excluding deep effort,8 EU,LONGLINE,O15M,2015,2352026.24
WW,FRA,excluding deep effort,8 EU,LONGLINE,O10T15M,2015,1084805.92
WW,ESP,excluding deep effort,8 EU,LONGLINE,O10T15M,2015,707691.98
WW,ESP,excluding deep effort,8 EU,LONGLINE,NONE,2015,113511.21
WW,FRA,excluding deep effort,8 EU,GILL,U10M,2015,990409.76
WW,ESP,excluding deep effort,8 EU,GILL,U10M,2015,5127.36
WW,SCO,excluding deep effort,8 EU,GILL,O15M,2015,32667
WW,FRA,excluding deep effort,8 EU,GILL,O15M,2015,1956160.88
WW,ESP,excluding deep effort,8 EU,GILL,O15M,2015,1689691.58
WW,ENG,excluding deep effort,8 EU,GILL,O15M,2015,47256.75
WW,FRA,excluding deep effort,8 EU,GILL,O10T15M,2015,819375.54
WW,ESP,excluding deep effort,8 EU,GILL,O10T15M,2015,618335.12
WW,ESP,excluding deep effort,8 EU,GILL,NONE,2015,260052.06
WW,FRA,excluding deep effort,8 EU,DREDGE,U10M,2015,105884.32
WW,SCO,excluding deep effort,8 EU,DREDGE,O15M,2015,747
WW,ESP,excluding deep effort,8 EU,DREDGE,O15M,2015,4719.44
WW,FRA,excluding deep effort,8 EU,DREDGE,O10T15M,2015,171725.7
WW,ESP,excluding deep effort,8 EU,DREDGE,O10T15M,2015,4426.58
WW,FRA,excluding deep effort,8 EU,BOTTOM TRAWLS,U10M,2015,466705.52
WW,SCO,excluding deep effort,8 EU,BOTTOM TRAWLS,O15M,2015,596.75
WW,PRT,excluding deep effort,8 EU,BOTTOM TRAWLS,O15M,2015,588341
WW,FRA,excluding deep effort,8 EU,BOTTOM TRAWLS,O15M,2015,9075329.14
WW,ESP,excluding deep effort,8 EU,BOTTOM TRAWLS,O15M,2015,9306484.23
WW,BEL,excluding deep effort,8 EU,BOTTOM TRAWLS,O15M,2015,4800
WW,FRA,excluding deep effort,8 EU,BOTTOM TRAWLS,O10T15M,2015,4819493.18
WW,ESP,excluding deep effort,8 EU,BOTTOM TRAWLS,O10T15M,2015,66.15
WW,ESP,excluding deep effort,8 EU,BOTTOM TRAWLS,NONE,2015,9110.34
WW,BEL,excluding deep effort,8 EU,BEAM,O15M,2015,571518
WW,FRA,excluding deep effort,8 EU,BEAM,O10T15M,2015,73.5
WW,FRA,excluding deep effort,7D,TRAMMEL,U10M,2015,341875.73
WW,ENG,excluding deep effort,7D,TRAMMEL,U10M,2015,334269.32
WW,FRA,excluding deep effort,7D,TRAMMEL,O15M,2015,154895.13
WW,BEL,excluding deep effort,7D,TRAMMEL,O15M,2015,11960
WW,FRA,excluding deep effort,7D,TRAMMEL,O10T15M,2015,1381658.05
WW,ENG,excluding deep effort,7D,TRAMMEL,O10T15M,2015,1334
WW,FRA,excluding deep effort,7D,POTS,U10M,2015,695199.1
WW,ENG,excluding deep effort,7D,POTS,U10M,2015,756593.15
WW,GBG,excluding deep effort,7D,POTS,O15M,2015,16132.79
WW,FRA,excluding deep effort,7D,POTS,O15M,2015,106855.21
WW,ENG,excluding deep effort,7D,POTS,O15M,2015,78862.31
WW,IRL,excluding deep effort,7D,POTS,O10T15M,2015,90
WW,FRA,excluding deep effort,7D,POTS,O10T15M,2015,543181.52
WW,ENG,excluding deep effort,7D,POTS,O10T15M,2015,352019.33
WW,FRA,excluding deep effort,7D,PELAGIC TRAWLS,U10M,2015,4248.37
WW,NLD,excluding deep effort,7D,PELAGIC TRAWLS,O15M,2015,807260
WW,FRA,excluding deep effort,7D,PELAGIC TRAWLS,O15M,2015,643215.01
WW,ENG,excluding deep effort,7D,PELAGIC TRAWLS,O15M,2015,343598.61
WW,DNK,excluding deep effort,7D,PELAGIC TRAWLS,O15M,2015,64103.63
WW,DEU,excluding deep effort,7D,PELAGIC TRAWLS,O15M,2015,492582
WW,FRA,excluding deep effort,7D,PELAGIC TRAWLS,O10T15M,2015,127056.65
WW,FRA,excluding deep effort,7D,LONGLINE,U10M,2015,231778.69
WW,ENG,excluding deep effort,7D,LONGLINE,U10M,2015,93078.82
WW,FRA,excluding deep effort,7D,LONGLINE,O15M,2015,2115
WW,FRA,excluding deep effort,7D,LONGLINE,O10T15M,2015,38681.49
WW,ENG,excluding deep effort,7D,LONGLINE,O10T15M,2015,26331
WW,FRA,excluding deep effort,7D,GILL,U10M,2015,73305.29
WW,ENG,excluding deep effort,7D,GILL,U10M,2015,610721.04
WW,FRA,excluding deep effort,7D,GILL,O15M,2015,3649.42
WW,FRA,excluding deep effort,7D,GILL,O10T15M,2015,81616.38
WW,ENG,excluding deep effort,7D,GILL,O10T15M,2015,24976.58
WW,FRA,excluding deep effort,7D,DREDGE,U10M,2015,64548.1
WW,ENG,excluding deep effort,7D,DREDGE,U10M,2015,170350.54
WW,SCO,excluding deep effort,7D,DREDGE,O15M,2015,559825.78
WW,IRL,excluding deep effort,7D,DREDGE,O15M,2015,34185
WW,FRA,excluding deep effort,7D,DREDGE,O15M,2015,2707574.48
WW,ENG,excluding deep effort,7D,DREDGE,O15M,2015,123415.46
WW,BEL,excluding deep effort,7D,DREDGE,O15M,2015,103600
WW,FRA,excluding deep effort,7D,DREDGE,O10T15M,2015,1772804.35
WW,ENG,excluding deep effort,7D,DREDGE,O10T15M,2015,98899.94
WW,FRA,excluding deep effort,7D,BOTTOM TRAWLS,U10M,2015,222481.65
WW,ENG,excluding deep effort,7D,BOTTOM TRAWLS,U10M,2015,109850.32
WW,SCO,excluding deep effort,7D,BOTTOM TRAWLS,O15M,2015,1214.17
WW,NLD,excluding deep effort,7D,BOTTOM TRAWLS,O15M,2015,919913
WW,IRL,excluding deep effort,7D,BOTTOM TRAWLS,O15M,2015,500
WW,FRA,excluding deep effort,7D,BOTTOM TRAWLS,O15M,2015,3885036.23
WW,ESP,excluding deep effort,7D,BOTTOM TRAWLS,O15M,2015,7696.92
WW,ENG,excluding deep effort,7D,BOTTOM TRAWLS,O15M,2015,453533.79
WW,BEL,excluding deep effort,7D,BOTTOM TRAWLS,O15M,2015,236269
WW,GBG,excluding deep effort,7D,BOTTOM TRAWLS,O10T15M,2015,221
WW,FRA,excluding deep effort,7D,BOTTOM TRAWLS,O10T15M,2015,1424595.59
WW,ENG,excluding deep effort,7D,BOTTOM TRAWLS,O10T15M,2015,118783.58
WW,FRA,excluding deep effort,7D,BEAM,U10M,2015,1999.95
WW,ENG,excluding deep effort,7D,BEAM,U10M,2015,14272.75
WW,FRA,excluding deep effort,7D,BEAM,O15M,2015,123985.85
WW,ENG,excluding deep effort,7D,BEAM,O15M,2015,20370.5
WW,BEL,excluding deep effort,7D,BEAM,O15M,2015,2240563
WW,FRA,excluding deep effort,7D,BEAM,O10T15M,2015,51785.37
WW,ENG,excluding deep effort,7D,BEAM,O10T15M,2015,108890.25
WW,DEU,excluding deep effort,7 NON EU,POTS,O15M,2015,2628
WW,FRA,excluding deep effort,7 NON EU,PELAGIC TRAWLS,O15M,2015,14420.99
WW,FRA,excluding deep effort,7 NON EU,LONGLINE,O15M,2015,1226.58
WW,ESP,excluding deep effort,7 NON EU,LONGLINE,O15M,2015,28744.38
WW,FRA,excluding deep effort,7 NON EU,GILL,O15M,2015,1007.8
WW,ESP,excluding deep effort,7 NON EU,GILL,O15M,2015,16622.76
WW,FRA,excluding deep effort,7 EU NO 7D,TRAMMEL,U10M,2015,174563.83
WW,ENG,excluding deep effort,7 EU NO 7D,TRAMMEL,U10M,2015,193.15
WW,IRL,excluding deep effort,7 EU NO 7D,TRAMMEL,O15M,2015,18794
WW,FRA,excluding deep effort,7 EU NO 7D,TRAMMEL,O15M,2015,425605.38
WW,ENG,excluding deep effort,7 EU NO 7D,TRAMMEL,O15M,2015,160872.91
WW,IRL,excluding deep effort,7 EU NO 7D,TRAMMEL,O10T15M,2015,17001
WW,FRA,excluding deep effort,7 EU NO 7D,TRAMMEL,O10T15M,2015,474913.42
WW,ENG,excluding deep effort,7 EU NO 7D,TRAMMEL,O10T15M,2015,44378.11
WW,SCO,excluding deep effort,7 EU NO 7D,POTS,U10M,2015,38800.4
WW,NIR,excluding deep effort,7 EU NO 7D,POTS,U10M,2015,386463.55
WW,IOM,excluding deep effort,7 EU NO 7D,POTS,U10M,2015,234662.04
WW,GBJ,excluding deep effort,7 EU NO 7D,POTS,U10M,2015,426.62
WW,GBG,excluding deep effort,7 EU NO 7D,POTS,U10M,2015,147.2
WW,FRA,excluding deep effort,7 EU NO 7D,POTS,U10M,2015,1239509.11
WW,ENG,excluding deep effort,7 EU NO 7D,POTS,U10M,2015,1464108.74
WW,NIR,excluding deep effort,7 EU NO 7D,POTS,O15M,2015,11271
WW,IRL,excluding deep effort,7 EU NO 7D,POTS,O15M,2015,112
WW,IOM,excluding deep effort,7 EU NO 7D,POTS,O15M,2015,53464
WW,GBJ,excluding deep effort,7 EU NO 7D,POTS,O15M,2015,97099
WW,GBG,excluding deep effort,7 EU NO 7D,POTS,O15M,2015,49798.69
WW,FRA,excluding deep effort,7 EU NO 7D,POTS,O15M,2015,363927.86
WW,ENG,excluding deep effort,7 EU NO 7D,POTS,O15M,2015,443189.75
WW,DEU,excluding deep effort,7 EU NO 7D,POTS,O15M,2015,22743
WW,SCO,excluding deep effort,7 EU NO 7D,POTS,O10T15M,2015,67203.2
WW,NIR,excluding deep effort,7 EU NO 7D,POTS,O10T15M,2015,42037
WW,IRL,excluding deep effort,7 EU NO 7D,POTS,O10T15M,2015,460884
WW,IOM,excluding deep effort,7 EU NO 7D,POTS,O10T15M,2015,23876
WW,GBG,excluding deep effort,7 EU NO 7D,POTS,O10T15M,2015,46582.37
WW,FRA,excluding deep effort,7 EU NO 7D,POTS,O10T15M,2015,1422253.72
WW,ENG,excluding deep effort,7 EU NO 7D,POTS,O10T15M,2015,1127891.89
WW,FRA,excluding deep effort,7 EU NO 7D,PELAGIC TRAWLS,U10M,2015,2293.07
WW,ENG,excluding deep effort,7 EU NO 7D,PELAGIC TRAWLS,U10M,2015,120
WW,LTU,excluding deep effort,7 EU NO 7D,PELAGIC TRAWLS,O40M,2015,274020
WW,SCO,excluding deep effort,7 EU NO 7D,PELAGIC TRAWLS,O15M,2015,663616.52
WW,NLD,excluding deep effort,7 EU NO 7D,PELAGIC TRAWLS,O15M,2015,2529484
WW,NIR,excluding deep effort,7 EU NO 7D,PELAGIC TRAWLS,O15M,2015,300112
WW,IRL,excluding deep effort,7 EU NO 7D,PELAGIC TRAWLS,O15M,2015,2538350
WW,FRA,excluding deep effort,7 EU NO 7D,PELAGIC TRAWLS,O15M,2015,1514395.19
WW,ESP,excluding deep effort,7 EU NO 7D,PELAGIC TRAWLS,O15M,2015,12090.76
WW,ENG,excluding deep effort,7 EU NO 7D,PELAGIC TRAWLS,O15M,2015,456351.99
WW,DNK,excluding deep effort,7 EU NO 7D,PELAGIC TRAWLS,O15M,2015,853182.13
WW,DEU,excluding deep effort,7 EU NO 7D,PELAGIC TRAWLS,O15M,2015,1061230
WW,NIR,excluding deep effort,7 EU NO 7D,PELAGIC TRAWLS,O10T15M,2015,36.5
WW,IRL,excluding deep effort,7 EU NO 7D,PELAGIC TRAWLS,O10T15M,2015,51033
WW,FRA,excluding deep effort,7 EU NO 7D,PELAGIC TRAWLS,O10T15M,2015,39514.07
WW,ENG,excluding deep effort,7 EU NO 7D,PELAGIC TRAWLS,O10T15M,2015,114491.04
WW,SCO,excluding deep effort,7 EU NO 7D,NONE,U10M,2015,12381.62
WW,IRL,excluding deep effort,7 EU NO 7D,NONE,O15M,2015,32338
WW,DNK,excluding deep effort,7 EU NO 7D,NONE,O15M,2015,4499
WW,SCO,excluding deep effort,7 EU NO 7D,NONE,O10T15M,2015,4830
WW,NIR,excluding deep effort,7 EU NO 7D,LONGLINE,U10M,2015,505.92
WW,IOM,excluding deep effort,7 EU NO 7D,LONGLINE,U10M,2015,12978.29
WW,FRA,excluding deep effort,7 EU NO 7D,LONGLINE,U10M,2015,559712.65
WW,ENG,excluding deep effort,7 EU NO 7D,LONGLINE,U10M,2015,406595.27
WW,SCO,excluding deep effort,7 EU NO 7D,LONGLINE,O15M,2015,427446.14
WW,FRA,excluding deep effort,7 EU NO 7D,LONGLINE,O15M,2015,1448057.3
WW,ESP,excluding deep effort,7 EU NO 7D,LONGLINE,O15M,2015,3901899.14
WW,ENG,excluding deep effort,7 EU NO 7D,LONGLINE,O15M,2015,195720.66
WW,IRL,excluding deep effort,7 EU NO 7D,LONGLINE,O10T15M,2015,8568
WW,FRA,excluding deep effort,7 EU NO 7D,LONGLINE,O10T15M,2015,85318.76
WW,ENG,excluding deep effort,7 EU NO 7D,LONGLINE,O10T15M,2015,39948.4
WW,SCO,excluding deep effort,7 EU NO 7D,GILL,U10M,2015,626.64
WW,NIR,excluding deep effort,7 EU NO 7D,GILL,U10M,2015,245.37
WW,IOM,excluding deep effort,7 EU NO 7D,GILL,U10M,2015,707.44
WW,GBJ,excluding deep effort,7 EU NO 7D,GILL,U10M,2015,283.47
WW,FRA,excluding deep effort,7 EU NO 7D,GILL,U10M,2015,217545.83
WW,ENG,excluding deep effort,7 EU NO 7D,GILL,U10M,2015,626838.46
WW,SCO,excluding deep effort,7 EU NO 7D,GILL,O15M,2015,258628.04
WW,IRL,excluding deep effort,7 EU NO 7D,GILL,O15M,2015,382615
WW,FRA,excluding deep effort,7 EU NO 7D,GILL,O15M,2015,2012519.19
WW,ESP,excluding deep effort,7 EU NO 7D,GILL,O15M,2015,92915.76
WW,ENG,excluding deep effort,7 EU NO 7D,GILL,O15M,2015,571899.82
WW,DEU,excluding deep effort,7 EU NO 7D,GILL,O15M,2015,110263
WW,IRL,excluding deep effort,7 EU NO 7D,GILL,O10T15M,2015,136782
WW,FRA,excluding deep effort,7 EU NO 7D,GILL,O10T15M,2015,343230.09
