country,Measure Names,reg_area_cod,reg_gear_cod,species,specon,vessel length,year,Measure Values
FRA,landings,8A-BOB,PEL_TRAWL,CET,SBCIIIART5,O15M,2015,0.0081
FRA,landings,8A-BOB,PEL_TRAWL,CET,SBCIIIART5,O10T15M,2015,0.0301
FRA,landings,8A-BOB,OTTER,CET,SBCIIIART5,U10M,2015,0.02058
FRA,landings,8A-BOB,OTTER,CET,SBCIIIART5,O15M,2015,5.25121
FRA,landings,8A-BOB,OTTER,CET,SBCIIIART5,O10T15M,2015,2.11612
FRA,landings,8A-BOB,OTTER,CET,NONE,U10M,2015,0.90592
FRA,landings,8A-BOB,OTTER,CET,NONE,O15M,2015,0.00546
ESP,landings,8A-BOB,OTTER,CET,NONE,O15M,2015,4.7938
FRA,landings,8A-BOB,OTTER,CET,NONE,O10T15M,2015,44.2543
FRA,landings,8A-BOB,LONGLINE,CET,SBCIIIART5,O10T15M,2015,0.00422
FRA,landings,8A-BOB,LONGLINE,CET,NONE,U10M,2015,0.0301
FRA,landings,8A-BOB,LONGLINE,CET,NONE,O10T15M,2015,0.14862
FRA,landings,8A-BOB,GILL,CET,SBCIIIART5,O15M,2015,0.00087
FRA,landings,8A-BOB,DEM_SEINE,CET,SBCIIIART5,O15M,2015,0.00888
ESP,landings,8B-BOB,GILL,CBR,NONE,O10T15M,2015,0.0076
ESP,landings,8B-BOB,OTTER,CBC,NONE,O15M,2015,0.132
FRA,landings,8B-BOB,OTTER,CAT,SBCIIIART5,O15M,2015,3.07815
FRA,landings,8A-BOB,TRAMMEL,CAT,NONE,O10T15M,2015,0.003
FRA,landings,8A-BOB,LONGLINE,CAT,NONE,O10T15M,2015,0.18107
FRA,landings,8B-BOB,TRAMMEL,BZX,SBCIIIART5,U10M,2015,7.28099
FRA,landings,8B-BOB,TRAMMEL,BZX,SBCIIIART5,O15M,2015,1.41729
FRA,landings,8B-BOB,TRAMMEL,BZX,SBCIIIART5,O10T15M,2015,16.25188
FRA,landings,8B-BOB,TRAMMEL,BZX,NONE,U10M,2015,2.54445
FRA,landings,8B-BOB,TRAMMEL,BZX,NONE,O15M,2015,0.16209
FRA,landings,8B-BOB,TRAMMEL,BZX,NONE,O10T15M,2015,0.1862
FRA,landings,8B-BOB,POTS,BZX,SBCIIIART5,O15M,2015,0.00232
FRA,landings,8B-BOB,POTS,BZX,SBCIIIART5,O10T15M,2015,0.05813
FRA,landings,8B-BOB,POTS,BZX,NONE,U10M,2015,0.61351
FRA,landings,8B-BOB,PEL_TRAWL,BZX,SBCIIIART5,O15M,2015,0.13775
FRA,landings,8B-BOB,PEL_TRAWL,BZX,SBCIIIART5,O10T15M,2015,7.32667
FRA,landings,8B-BOB,PEL_TRAWL,BZX,NONE,O15M,2015,2.52033
FRA,landings,8B-BOB,PEL_TRAWL,BZX,NONE,O10T15M,2015,0.0068
FRA,landings,8B-BOB,PEL_SEINE,BZX,SBCIIIART5,O10T15M,2015,0.0007
FRA,landings,8B-BOB,PEL_SEINE,BZX,NONE,O15M,2015,17.3014
FRA,landings,8B-BOB,PEL_SEINE,BZX,NONE,O10T15M,2015,20.4253
FRA,landings,8B-BOB,OTTER,BZX,SBCIIIART5,O15M,2015,2.43798
FRA,landings,8B-BOB,OTTER,BZX,SBCIIIART5,O10T15M,2015,1.37956
FRA,landings,8B-BOB,OTTER,BZX,NONE,O15M,2015,18.00747
FRA,landings,8B-BOB,OTTER,BZX,NONE,O10T15M,2015,0.31382
FRA,landings,8B-BOB,NONE,BZX,NONE,U10M,2015,0.087
FRA,landings,8B-BOB,NONE,BZX,NONE,O10T15M,2015,1.152
FRA,landings,8B-BOB,LONGLINE,BZX,SBCIIIART5,U10M,2015,1.5567
FRA,landings,8B-BOB,LONGLINE,BZX,SBCIIIART5,O10T15M,2015,0.37073
FRA,landings,8B-BOB,LONGLINE,BZX,NONE,U10M,2015,5.11128
FRA,landings,8B-BOB,LONGLINE,BZX,NONE,O15M,2015,0.26521
FRA,landings,8B-BOB,LONGLINE,BZX,NONE,O10T15M,2015,2.58276
FRA,landings,8B-BOB,GILL,BZX,SBCIIIART5,U10M,2015,7.77879
FRA,landings,8B-BOB,GILL,BZX,SBCIIIART5,O15M,2015,0.9375
FRA,landings,8B-BOB,GILL,BZX,SBCIIIART5,O10T15M,2015,34.39559
FRA,landings,8B-BOB,GILL,BZX,NONE,U10M,2015,35.53799
FRA,landings,8B-BOB,GILL,BZX,NONE,O15M,2015,0.01652
FRA,landings,8B-BOB,GILL,BZX,NONE,O10T15M,2015,14.54189
FRA,landings,8B-BOB,DEM_SEINE,BZX,SBCIIIART5,O15M,2015,0.02783
FRA,landings,8B-BOB,DEM_SEINE,BZX,NONE,O15M,2015,0.0012
FRA,landings,8A-BOB,TRAMMEL,BZX,SBCIIIART5,U10M,2015,0.03209
FRA,landings,8A-BOB,TRAMMEL,BZX,SBCIIIART5,O15M,2015,0.76989
FRA,landings,8A-BOB,TRAMMEL,BZX,SBCIIIART5,O10T15M,2015,8.35664
FRA,landings,8A-BOB,TRAMMEL,BZX,NONE,U10M,2015,2.29501
FRA,landings,8A-BOB,TRAMMEL,BZX,NONE,O15M,2015,0.03
FRA,landings,8A-BOB,TRAMMEL,BZX,NONE,O10T15M,2015,1.47541
FRA,landings,8A-BOB,POTS,BZX,SBCIIIART5,O15M,2015,0.00248
FRA,landings,8A-BOB,POTS,BZX,SBCIIIART5,O10T15M,2015,0.07958
FRA,landings,8A-BOB,POTS,BZX,NONE,U10M,2015,2.35721
FRA,landings,8A-BOB,PEL_TRAWL,BZX,SBCIIIART5,O15M,2015,1.38679
FRA,landings,8A-BOB,PEL_TRAWL,BZX,SBCIIIART5,O10T15M,2015,6.02278
FRA,landings,8A-BOB,PEL_TRAWL,BZX,NONE,O15M,2015,10.93804
FRA,landings,8A-BOB,PEL_TRAWL,BZX,NONE,O10T15M,2015,6.22697
FRA,landings,8A-BOB,PEL_SEINE,BZX,NONE,O15M,2015,1.13709
FRA,landings,8A-BOB,PEL_SEINE,BZX,NONE,O10T15M,2015,0.1495
FRA,landings,8A-BOB,OTTER,BZX,SBCIIIART5,U10M,2015,0.0079
FRA,landings,8A-BOB,OTTER,BZX,SBCIIIART5,O15M,2015,4.47756
FRA,landings,8A-BOB,OTTER,BZX,SBCIIIART5,O10T15M,2015,2.82197
FRA,landings,8A-BOB,OTTER,BZX,NONE,U10M,2015,0.0519
FRA,landings,8A-BOB,OTTER,BZX,NONE,O15M,2015,1.39852
FRA,landings,8A-BOB,OTTER,BZX,NONE,O10T15M,2015,0.6819
FRA,landings,8A-BOB,LONGLINE,BZX,SBCIIIART5,O10T15M,2015,0.0686
FRA,landings,8A-BOB,LONGLINE,BZX,NONE,U10M,2015,0.48051
FRA,landings,8A-BOB,LONGLINE,BZX,NONE,O10T15M,2015,0.0726
FRA,landings,8A-BOB,GILL,BZX,SBCIIIART5,U10M,2015,0.0054
FRA,landings,8A-BOB,GILL,BZX,SBCIIIART5,O15M,2015,1.01165
FRA,landings,8A-BOB,GILL,BZX,SBCIIIART5,O10T15M,2015,28.97361
FRA,landings,8A-BOB,GILL,BZX,NONE,U10M,2015,22.73196
FRA,landings,8A-BOB,GILL,BZX,NONE,O15M,2015,0.13134
FRA,landings,8A-BOB,GILL,BZX,NONE,O10T15M,2015,10.72775
FRA,landings,8A-BOB,DREDGE,BZX,SBCIIIART5,O10T15M,2015,0.0874
FRA,landings,8A-BOB,DREDGE,BZX,NONE,U10M,2015,0.12654
FRA,landings,8A-BOB,DREDGE,BZX,NONE,O10T15M,2015,0.0144
FRA,landings,8A-BOB,DEM_SEINE,BZX,SBCIIIART5,O15M,2015,27.0003
FRA,landings,8A-BOB,DEM_SEINE,BZX,NONE,O15M,2015,0.10753
ESP,landings,8B-BOB,LONGLINE,BSX,NONE,O15M,2015,0.06
ESP,landings,8A-BOB,LONGLINE,BSX,NONE,O15M,2015,0.2115
FRA,landings,8B-BOB,TRAMMEL,BSS,SBCIIIART5,U10M,2015,2.71755
FRA,landings,8B-BOB,TRAMMEL,BSS,SBCIIIART5,O15M,2015,173.51472
FRA,landings,8B-BOB,TRAMMEL,BSS,SBCIIIART5,O10T15M,2015,131.99262
FRA,landings,8B-BOB,TRAMMEL,BSS,NONE,U10M,2015,3.81493
FRA,landings,8B-BOB,TRAMMEL,BSS,NONE,O15M,2015,15.37868
FRA,landings,8B-BOB,TRAMMEL,BSS,NONE,O10T15M,2015,3.65453
FRA,landings,8B-BOB,POTS,BSS,SBCIIIART5,O15M,2015,0.03805
FRA,landings,8B-BOB,POTS,BSS,SBCIIIART5,O10T15M,2015,1.6279
FRA,landings,8B-BOB,POTS,BSS,NONE,U10M,2015,0.90297
FRA,landings,8B-BOB,POTS,BSS,NONE,O10T15M,2015,0.0065
FRA,landings,8B-BOB,PEL_TRAWL,BSS,SBCIIIART5,O15M,2015,9.58439
FRA,landings,8B-BOB,PEL_TRAWL,BSS,SBCIIIART5,O10T15M,2015,2.38568
FRA,landings,8B-BOB,PEL_TRAWL,BSS,NONE,O15M,2015,99.04275
FRA,landings,8B-BOB,PEL_TRAWL,BSS,NONE,O10T15M,2015,0.45086
FRA,landings,8B-BOB,PEL_SEINE,BSS,SBCIIIART5,O15M,2015,0.53916
FRA,landings,8B-BOB,PEL_SEINE,BSS,NONE,O15M,2015,0.8866
ESP,landings,8B-BOB,PEL_SEINE,BSS,NONE,O15M,2015,0.874
FRA,landings,8B-BOB,PEL_SEINE,BSS,NONE,O10T15M,2015,0.8721
FRA,landings,8B-BOB,OTTER,BSS,SBCIIIART5,O15M,2015,51.73278
BEL,landings,8B-BOB,OTTER,BSS,SBCIIIART5,O15M,2015,0.001
FRA,landings,8B-BOB,OTTER,BSS,SBCIIIART5,O10T15M,2015,26.66559
FRA,landings,8B-BOB,OTTER,BSS,NONE,U10M,2015,0.03865
FRA,landings,8B-BOB,OTTER,BSS,NONE,O15M,2015,28.58872
ESP,landings,8B-BOB,OTTER,BSS,NONE,O15M,2015,59.722
FRA,landings,8B-BOB,OTTER,BSS,NONE,O10T15M,2015,8.18142
FRA,landings,8B-BOB,NONE,BSS,SBCIIIART5,O10T15M,2015,0.055
FRA,landings,8B-BOB,NONE,BSS,NONE,U10M,2015,0.4607
FRA,landings,8B-BOB,NONE,BSS,NONE,O10T15M,2015,0.01379
FRA,landings,8B-BOB,LONGLINE,BSS,SBCIIIART5,U10M,2015,7.7274
FRA,landings,8B-BOB,LONGLINE,BSS,SBCIIIART5,O15M,2015,1.10485
FRA,landings,8B-BOB,LONGLINE,BSS,SBCIIIART5,O10T15M,2015,64.33363
FRA,landings,8B-BOB,LONGLINE,BSS,NONE,U10M,2015,55.99704
FRA,landings,8B-BOB,LONGLINE,BSS,NONE,O15M,2015,1.22607
ESP,landings,8B-BOB,LONGLINE,BSS,NONE,O15M,2015,0.02
FRA,landings,8B-BOB,LONGLINE,BSS,NONE,O10T15M,2015,49.11879
ESP,landings,8B-BOB,LONGLINE,BSS,NONE,O10T15M,2015,0.023
FRA,landings,8B-BOB,GILL,BSS,SBCIIIART5,U10M,2015,6.8569
FRA,landings,8B-BOB,GILL,BSS,SBCIIIART5,O15M,2015,25.26939
FRA,landings,8B-BOB,GILL,BSS,SBCIIIART5,O10T15M,2015,40.48618
FRA,landings,8B-BOB,GILL,BSS,NONE,U10M,2015,18.64434
FRA,landings,8B-BOB,GILL,BSS,NONE,O15M,2015,5.26984
ESP,landings,8B-BOB,GILL,BSS,NONE,O15M,2015,1.472
FRA,landings,8B-BOB,GILL,BSS,NONE,O10T15M,2015,7.58774
ESP,landings,8B-BOB,GILL,BSS,NONE,NONE,2015,0.003
FRA,landings,8B-BOB,DREDGE,BSS,SBCIIIART5,O10T15M,2015,0.0033
FRA,landings,8B-BOB,DREDGE,BSS,NONE,O10T15M,2015,0.0157
FRA,landings,8B-BOB,DEM_SEINE,BSS,SBCIIIART5,O15M,2015,1.51282
FRA,landings,8B-BOB,DEM_SEINE,BSS,NONE,O15M,2015,0.02435
BEL,landings,8B-BOB,BEAM,BSS,SBCIIIART5,O15M,2015,0.03
FRA,landings,8A-BOB,TRAMMEL,BSS,SBCIIIART5,U10M,2015,6.28943
FRA,landings,8A-BOB,TRAMMEL,BSS,SBCIIIART5,O15M,2015,100.64109
FRA,landings,8A-BOB,TRAMMEL,BSS,SBCIIIART5,O10T15M,2015,88.65101
FRA,landings,8A-BOB,TRAMMEL,BSS,NONE,U10M,2015,26.26416
FRA,landings,8A-BOB,TRAMMEL,BSS,NONE,O15M,2015,1.21182
FRA,landings,8A-BOB,TRAMMEL,BSS,NONE,O10T15M,2015,13.34287
FRA,landings,8A-BOB,POTS,BSS,SBCIIIART5,U10M,2015,0.0519
FRA,landings,8A-BOB,POTS,BSS,SBCIIIART5,O15M,2015,0.0037
FRA,landings,8A-BOB,POTS,BSS,SBCIIIART5,O10T15M,2015,0.12986
FRA,landings,8A-BOB,POTS,BSS,NONE,U10M,2015,3.197
FRA,landings,8A-BOB,POTS,BSS,NONE,O10T15M,2015,0.17782
FRA,landings,8A-BOB,PEL_TRAWL,BSS,SBCIIIART5,O15M,2015,4.91494
FRA,landings,8A-BOB,PEL_TRAWL,BSS,SBCIIIART5,O10T15M,2015,8.69334
FRA,landings,8A-BOB,PEL_TRAWL,BSS,NONE,O15M,2015,47.70885
FRA,landings,8A-BOB,PEL_TRAWL,BSS,NONE,O10T15M,2015,4.67908
FRA,landings,8A-BOB,PEL_SEINE,BSS,SBCIIIART5,O15M,2015,0.02811
FRA,landings,8A-BOB,PEL_SEINE,BSS,NONE,O15M,2015,28.19994
FRA,landings,8A-BOB,PEL_SEINE,BSS,NONE,O10T15M,2015,0.21486
FRA,landings,8A-BOB,OTTER,BSS,SBCIIIART5,U10M,2015,3.3703
FRA,landings,8A-BOB,OTTER,BSS,SBCIIIART5,O15M,2015,84.27061
BEL,landings,8A-BOB,OTTER,BSS,SBCIIIART5,O15M,2015,0.009
FRA,landings,8A-BOB,OTTER,BSS,SBCIIIART5,O10T15M,2015,64.36683
FRA,landings,8A-BOB,OTTER,BSS,NONE,U10M,2015,7.48187
FRA,landings,8A-BOB,OTTER,BSS,NONE,O15M,2015,25.37326
ESP,landings,8A-BOB,OTTER,BSS,NONE,O15M,2015,8.083
FRA,landings,8A-BOB,OTTER,BSS,NONE,O10T15M,2015,32.4375
FRA,landings,8A-BOB,NONE,BSS,SBCIIIART5,U10M,2015,0.0022
FRA,landings,8A-BOB,NONE,BSS,SBCIIIART5,O10T15M,2015,0.0192
FRA,landings,8A-BOB,NONE,BSS,NONE,U10M,2015,0.55303
FRA,landings,8A-BOB,NONE,BSS,NONE,O10T15M,2015,0.0277
FRA,landings,8A-BOB,LONGLINE,BSS,SBCIIIART5,U10M,2015,68.30859
FRA,landings,8A-BOB,LONGLINE,BSS,SBCIIIART5,O15M,2015,1.0723
FRA,landings,8A-BOB,LONGLINE,BSS,SBCIIIART5,O10T15M,2015,49.54297
FRA,landings,8A-BOB,LONGLINE,BSS,NONE,U10M,2015,385.29012
FRA,landings,8A-BOB,LONGLINE,BSS,NONE,O15M,2015,0.12653
ESP,landings,8A-BOB,LONGLINE,BSS,NONE,O15M,2015,0.191
FRA,landings,8A-BOB,LONGLINE,BSS,NONE,O10T15M,2015,96.13407
FRA,landings,8A-BOB,GILL,BSS,SBCIIIART5,U10M,2015,0.1321
FRA,landings,8A-BOB,GILL,BSS,SBCIIIART5,O15M,2015,15.17428
FRA,landings,8A-BOB,GILL,BSS,SBCIIIART5,O10T15M,2015,25.71288
FRA,landings,8A-BOB,GILL,BSS,NONE,U10M,2015,40.08797
FRA,landings,8A-BOB,GILL,BSS,NONE,O15M,2015,0.67735
ENG,landings,8A-BOB,GILL,BSS,NONE,O15M,2015,0.004
FRA,landings,8A-BOB,GILL,BSS,NONE,O10T15M,2015,4.98835
FRA,landings,8A-BOB,DREDGE,BSS,SBCIIIART5,O10T15M,2015,0.1836
FRA,landings,8A-BOB,DREDGE,BSS,NONE,U10M,2015,0.20702
FRA,landings,8A-BOB,DREDGE,BSS,NONE,O10T15M,2015,0.67873
FRA,landings,8A-BOB,DEM_SEINE,BSS,SBCIIIART5,O15M,2015,126.99913
FRA,landings,8A-BOB,DEM_SEINE,BSS,NONE,O15M,2015,0.75918
BEL,landings,8A-BOB,BEAM,BSS,SBCIIIART5,O15M,2015,0.025
FRA,landings,8B-BOB,TRAMMEL,BSH,SBCIIIART5,U10M,2015,0.07992
FRA,landings,8B-BOB,TRAMMEL,BSH,SBCIIIART5,O15M,2015,4.12277
FRA,landings,8B-BOB,TRAMMEL,BSH,SBCIIIART5,O10T15M,2015,2.36415
FRA,landings,8B-BOB,TRAMMEL,BSH,NONE,O15M,2015,0.1308
FRA,landings,8B-BOB,TRAMMEL,BSH,NONE,O10T15M,2015,0.0243
FRA,landings,8B-BOB,POTS,BSH,SBCIIIART5,O15M,2015,0.04849
FRA,landings,8B-BOB,POTS,BSH,SBCIIIART5,O10T15M,2015,0.39243
FRA,landings,8B-BOB,PEL_TRAWL,BSH,SBCIIIART5,O15M,2015,0.00028
FRA,landings,8B-BOB,PEL_TRAWL,BSH,SBCIIIART5,O10T15M,2015,0.00624
FRA,landings,8B-BOB,PEL_TRAWL,BSH,NONE,O15M,2015,0.48235
FRA,landings,8B-BOB,OTTER,BSH,SBCIIIART5,O15M,2015,0.39063
FRA,landings,8B-BOB,OTTER,BSH,SBCIIIART5,O10T15M,2015,0.12838
FRA,landings,8B-BOB,OTTER,BSH,NONE,O15M,2015,0.04865
FRA,landings,8B-BOB,OTTER,BSH,NONE,O10T15M,2015,0.01998
FRA,landings,8B-BOB,LONGLINE,BSH,SBCIIIART5,O15M,2015,13.33944
FRA,landings,8B-BOB,LONGLINE,BSH,SBCIIIART5,O10T15M,2015,43.85636
FRA,landings,8B-BOB,LONGLINE,BSH,NONE,U10M,2015,1.31544
FRA,landings,8B-BOB,LONGLINE,BSH,NONE,O15M,2015,66.61833
FRA,landings,8B-BOB,LONGLINE,BSH,NONE,O10T15M,2015,2.91511
FRA,landings,8B-BOB,GILL,BSH,SBCIIIART5,U10M,2015,0.02603
FRA,landings,8B-BOB,GILL,BSH,SBCIIIART5,O15M,2015,2.07859
FRA,landings,8B-BOB,GILL,BSH,SBCIIIART5,O10T15M,2015,0.19006
FRA,landings,8B-BOB,GILL,BSH,NONE,U10M,2015,0.08154
FRA,landings,8B-BOB,GILL,BSH,NONE,O15M,2015,0.00515
FRA,landings,8B-BOB,GILL,BSH,NONE,O10T15M,2015,0.28097
FRA,landings,8B-BOB,DEM_SEINE,BSH,SBCIIIART5,O15M,2015,0.0115
FRA,landings,8A-BOB,TRAMMEL,BSH,SBCIIIART5,O15M,2015,1.49116
FRA,landings,8A-BOB,TRAMMEL,BSH,SBCIIIART5,O10T15M,2015,1.87111
FRA,landings,8A-BOB,TRAMMEL,BSH,NONE,U10M,2015,0.35758
FRA,landings,8A-BOB,TRAMMEL,BSH,NONE,O15M,2015,0.06588
FRA,landings,8A-BOB,TRAMMEL,BSH,NONE,O10T15M,2015,0.01793
FRA,landings,8A-BOB,POTS,BSH,SBCIIIART5,U10M,2015,0.1094
FRA,landings,8A-BOB,POTS,BSH,SBCIIIART5,O10T15M,2015,0.00746
FRA,landings,8A-BOB,POTS,BSH,NONE,U10M,2015,0.50835
FRA,landings,8A-BOB,PEL_TRAWL,BSH,SBCIIIART5,O15M,2015,0.29993
FRA,landings,8A-BOB,PEL_TRAWL,BSH,SBCIIIART5,O10T15M,2015,0.01447
FRA,landings,8A-BOB,PEL_TRAWL,BSH,NONE,O15M,2015,0.91579
FRA,landings,8A-BOB,PEL_TRAWL,BSH,NONE,O10T15M,2015,0.03371
FRA,landings,8A-BOB,PEL_SEINE,BSH,NONE,O15M,2015,0.13362
FRA,landings,8A-BOB,PEL_SEINE,BSH,NONE,O10T15M,2015,0.02851
FRA,landings,8A-BOB,OTTER,BSH,SBCIIIART5,U10M,2015,0.10608
FRA,landings,8A-BOB,OTTER,BSH,SBCIIIART5,O15M,2015,5.03684
FRA,landings,8A-BOB,OTTER,BSH,SBCIIIART5,O10T15M,2015,0.9627
FRA,landings,8A-BOB,OTTER,BSH,NONE,O15M,2015,0.43198
FRA,landings,8A-BOB,OTTER,BSH,NONE,O10T15M,2015,0.21361
FRA,landings,8A-BOB,LONGLINE,BSH,SBCIIIART5,U10M,2015,0.04234
FRA,landings,8A-BOB,LONGLINE,BSH,SBCIIIART5,O15M,2015,2.02099
FRA,landings,8A-BOB,LONGLINE,BSH,SBCIIIART5,O10T15M,2015,1.70064
FRA,landings,8A-BOB,LONGLINE,BSH,NONE,U10M,2015,6.64082
FRA,landings,8A-BOB,LONGLINE,BSH,NONE,O15M,2015,25.69844
FRA,landings,8A-BOB,LONGLINE,BSH,NONE,O10T15M,2015,8.23972
FRA,landings,8A-BOB,GILL,BSH,SBCIIIART5,O15M,2015,8.57912
FRA,landings,8A-BOB,GILL,BSH,SBCIIIART5,O10T15M,2015,5.99996
FRA,landings,8A-BOB,GILL,BSH,NONE,U10M,2015,1.7459
FRA,landings,8A-BOB,GILL,BSH,NONE,O15M,2015,0.20621
ENG,landings,8A-BOB,GILL,BSH,NONE,O15M,2015,0.186
FRA,landings,8A-BOB,GILL,BSH,NONE,O10T15M,2015,0.07314
FRA,landings,8A-BOB,DEM_SEINE,BSH,SBCIIIART5,O15M,2015,0.06235
FRA,landings,8B-BOB,OTTER,BSF,NONE,O15M,2015,0.00295
FRA,landings,8A-BOB,PEL_TRAWL,BSF,NONE,O15M,2015,0.2976
FRA,landings,8A-BOB,PEL_TRAWL,BSF,NONE,O10T15M,2015,0.12
FRA,landings,8A-BOB,OTTER,BSF,NONE,O15M,2015,5.64961
ESP,landings,8A-BOB,LONGLINE,BSF,NONE,O15M,2015,0.814
ESP,landings,8B-BOB,PEL_SEINE,BSE,NONE,O15M,2015,0.002
ESP,landings,8B-BOB,GILL,BSE,NONE,O15M,2015,0.02
ESP,landings,8B-BOB,LONGLINE,BRZ,NONE,O10T15M,2015,0.009
FRA,landings,8B-BOB,TRAMMEL,BRF,SBCIIIART5,O10T15M,2015,0.00958
FRA,landings,8B-BOB,OTTER,BRF,SBCIIIART5,O15M,2015,1.4958
FRA,landings,8B-BOB,OTTER,BRF,NONE,O15M,2015,0.10704
ESP,landings,8B-BOB,OTTER,BRF,NONE,O15M,2015,1.141
FRA,landings,8B-BOB,LONGLINE,BRF,NONE,O15M,2015,4.38789
ESP,landings,8B-BOB,LONGLINE,BRF,NONE,O15M,2015,4.7007
FRA,landings,8B-BOB,LONGLINE,BRF,NONE,O10T15M,2015,0.04906
ESP,landings,8B-BOB,LONGLINE,BRF,NONE,O10T15M,2015,0.0113
FRA,landings,8B-BOB,GILL,BRF,SBCIIIART5,O10T15M,2015,0.00583
FRA,landings,8B-BOB,GILL,BRF,NONE,O15M,2015,0.14695
ESP,landings,8B-BOB,GILL,BRF,NONE,O15M,2015,0.515
FRA,landings,8A-BOB,TRAMMEL,BRF,SBCIIIART5,O10T15M,2015,0.00811
FRA,landings,8A-BOB,TRAMMEL,BRF,NONE,U10M,2015,0.00073
FRA,landings,8A-BOB,TRAMMEL,BRF,NONE,O15M,2015,0.02921
FRA,landings,8A-BOB,POTS,BRF,NONE,U10M,2015,0.00052
FRA,landings,8A-BOB,OTTER,BRF,SBCIIIART5,U10M,2015,0.00936
FRA,landings,8A-BOB,OTTER,BRF,SBCIIIART5,O15M,2015,0.01871
FRA,landings,8A-BOB,OTTER,BRF,NONE,O15M,2015,0.36908
ESP,landings,8A-BOB,OTTER,BRF,NONE,O15M,2015,0.182
FRA,landings,8A-BOB,OTTER,BRF,NONE,O10T15M,2015,0.00016
FRA,landings,8A-BOB,LONGLINE,BRF,NONE,O15M,2015,2.84241
ESP,landings,8A-BOB,LONGLINE,BRF,NONE,O15M,2015,34.621
FRA,landings,8A-BOB,LONGLINE,BRF,NONE,O10T15M,2015,0.00067
FRA,landings,8A-BOB,GILL,BRF,SBCIIIART5,O15M,2015,0.01758
FRA,landings,8A-BOB,GILL,BRF,SBCIIIART5,O10T15M,2015,0.00779
FRA,landings,8A-BOB,GILL,BRF,NONE,U10M,2015,0.00541
FRA,landings,8A-BOB,GILL,BRF,NONE,O15M,2015,0.06039
ESP,landings,8A-BOB,GILL,BRF,NONE,O15M,2015,0.252
FRA,landings,8B-BOB,TRAMMEL,BRB,SBCIIIART5,U10M,2015,2.2448
FRA,landings,8B-BOB,TRAMMEL,BRB,SBCIIIART5,O15M,2015,2.79859
FRA,landings,8B-BOB,TRAMMEL,BRB,SBCIIIART5,O10T15M,2015,10.2977
FRA,landings,8B-BOB,TRAMMEL,BRB,NONE,U10M,2015,2.1254
FRA,landings,8B-BOB,TRAMMEL,BRB,NONE,O15M,2015,0.07337
FRA,landings,8B-BOB,TRAMMEL,BRB,NONE,O10T15M,2015,0.09114
FRA,landings,8B-BOB,POTS,BRB,SBCIIIART5,O10T15M,2015,0.38773
FRA,landings,8B-BOB,POTS,BRB,NONE,U10M,2015,0.2407
FRA,landings,8B-BOB,PEL_TRAWL,BRB,SBCIIIART5,O15M,2015,3.00871
FRA,landings,8B-BOB,PEL_TRAWL,BRB,SBCIIIART5,O10T15M,2015,6.98816
FRA,landings,8B-BOB,PEL_TRAWL,BRB,NONE,O15M,2015,8.34206
FRA,landings,8B-BOB,PEL_TRAWL,BRB,NONE,O10T15M,2015,0.28381
FRA,landings,8B-BOB,PEL_SEINE,BRB,SBCIIIART5,O10T15M,2015,0.2213
FRA,landings,8B-BOB,PEL_SEINE,BRB,NONE,O15M,2015,8.7624
ESP,landings,8B-BOB,PEL_SEINE,BRB,NONE,O15M,2015,2.357
FRA,landings,8B-BOB,PEL_SEINE,BRB,NONE,O10T15M,2015,3.3508
FRA,landings,8B-BOB,OTTER,BRB,SBCIIIART5,O15M,2015,8.75978
FRA,landings,8B-BOB,OTTER,BRB,SBCIIIART5,O10T15M,2015,4.91225
FRA,landings,8B-BOB,OTTER,BRB,NONE,U10M,2015,0.0015
FRA,landings,8B-BOB,OTTER,BRB,NONE,O15M,2015,1.39008
ESP,landings,8B-BOB,OTTER,BRB,NONE,O15M,2015,0.953
FRA,landings,8B-BOB,OTTER,BRB,NONE,O10T15M,2015,0.87601
FRA,landings,8B-BOB,NONE,BRB,NONE,U10M,2015,0.001
FRA,landings,8B-BOB,NONE,BRB,NONE,O10T15M,2015,0.012
FRA,landings,8B-BOB,LONGLINE,BRB,SBCIIIART5,U10M,2015,1.1359
FRA,landings,8B-BOB,LONGLINE,BRB,SBCIIIART5,O10T15M,2015,0.846
FRA,landings,8B-BOB,LONGLINE,BRB,NONE,U10M,2015,0.7538
FRA,landings,8B-BOB,LONGLINE,BRB,NONE,O15M,2015,0.05057
FRA,landings,8B-BOB,LONGLINE,BRB,NONE,O10T15M,2015,0.07928
ESP,landings,8B-BOB,LONGLINE,BRB,NONE,O10T15M,2015,0.12
FRA,landings,8B-BOB,GILL,BRB,SBCIIIART5,U10M,2015,1.4855
FRA,landings,8B-BOB,GILL,BRB,SBCIIIART5,O15M,2015,2.25373
FRA,landings,8B-BOB,GILL,BRB,SBCIIIART5,O10T15M,2015,13.06103
FRA,landings,8B-BOB,GILL,BRB,NONE,U10M,2015,10.88356
FRA,landings,8B-BOB,GILL,BRB,NONE,O15M,2015,0.19087
FRA,landings,8B-BOB,GILL,BRB,NONE,O10T15M,2015,1.66476
ESP,landings,8B-BOB,GILL,BRB,NONE,NONE,2015,0.002
FRA,landings,8B-BOB,DEM_SEINE,BRB,SBCIIIART5,O15M,2015,2.71296
FRA,landings,8B-BOB,DEM_SEINE,BRB,NONE,O15M,2015,0.03121
